date,open,high,low,close,volume
20230707 08:30:00 US/Eastern,1921.83,1938.97,1918.41,1922.09,-1
20230707 09:00:00 US/Eastern,1918.72,1921.66,1915.36,1918.94,-1
20230707 09:30:00 US/Eastern,1924.71,1927.75,1920.88,1924.91,-1
20230707 10:00:00 US/Eastern,1926.68,1929.33,1921.34,1926.84,-1
20230707 10:30:00 US/Eastern,1932.0,1934.29,1927.72,1932.15,-1
20230707 11:00:00 US/Eastern,1930.17,1935.0,1927.62,1930.32,-1
20230707 11:30:00 US/Eastern,1929.37,1931.63,1926.49,1929.53,-1
20230707 12:00:00 US/Eastern,1928.49,1929.39,1927.57,1928.63,-1
20230707 12:30:00 US/Eastern,1927.45,1929.46,1926.38,1927.6,-1
20230707 13:00:00 US/Eastern,1926.78,1927.95,1926.2,1926.97,-1
20230707 13:30:00 US/Eastern,1927.1,1928.25,1926.16,1927.26,-1
20230707 14:00:00 US/Eastern,1926.31,1927.41,1925.38,1926.46,-1
20230707 14:30:00 US/Eastern,1926.24,1927.15,1925.64,1926.4,-1
20230707 15:00:00 US/Eastern,1925.39,1926.46,1924.83,1925.54,-1
20230707 15:30:00 US/Eastern,1925.42,1926.26,1924.71,1925.58,-1
20230707 16:00:00 US/Eastern,1924.79,1925.33,1924.37,1924.87,-1
20230707 16:30:00 US/Eastern,1925.02,1926.1,1923.8,1925.14,-1
20230709 18:00:00 US/Eastern,1926.6,1928.39,1923.63,1926.94,-1
20230709 18:30:00 US/Eastern,1926.65,1927.61,1926.05,1926.87,-1
20230709 19:00:00 US/Eastern,1924.47,1926.36,1923.88,1924.63,-1
20230709 19:30:00 US/Eastern,1924.6,1925.54,1923.93,1924.76,-1
20230709 20:00:00 US/Eastern,1923.87,1925.43,1923.0,1924.02,-1
20230709 20:30:00 US/Eastern,1923.83,1924.96,1923.0,1923.98,-1
20230709 21:00:00 US/Eastern,1925.49,1927.0,1924.22,1925.65,-1
20230709 21:30:00 US/Eastern,1924.93,1926.08,1924.18,1925.11,-1
20230709 22:00:00 US/Eastern,1924.83,1925.6,1924.2,1924.99,-1
20230709 22:30:00 US/Eastern,1924.78,1925.62,1924.06,1924.95,-1
20230709 23:00:00 US/Eastern,1924.46,1925.81,1923.56,1924.61,-1
20230709 23:30:00 US/Eastern,1923.56,1924.33,1922.57,1923.73,-1
20230710 00:00:00 US/Eastern,1923.42,1924.1,1922.98,1923.61,-1
20230710 00:30:00 US/Eastern,1921.98,1923.58,1920.97,1922.14,-1
20230710 01:00:00 US/Eastern,1920.9,1921.55,1920.07,1921.04,-1
20230710 01:30:00 US/Eastern,1920.75,1921.72,1919.58,1920.92,-1
20230710 02:00:00 US/Eastern,1920.9,1923.17,1919.36,1921.07,-1
20230710 02:30:00 US/Eastern,1923.66,1924.59,1922.45,1923.81,-1
20230710 03:00:00 US/Eastern,1924.22,1925.08,1922.61,1924.31,-1
20230710 03:30:00 US/Eastern,1924.87,1925.85,1923.82,1925.0,-1
20230710 04:00:00 US/Eastern,1924.03,1925.08,1923.38,1924.12,-1
20230710 04:30:00 US/Eastern,1924.07,1925.71,1922.62,1924.21,-1
20230710 05:00:00 US/Eastern,1924.47,1926.41,1923.49,1924.61,-1
20230710 05:30:00 US/Eastern,1923.71,1925.18,1922.82,1923.82,-1
20230710 06:00:00 US/Eastern,1923.73,1924.57,1922.72,1923.86,-1
20230710 06:30:00 US/Eastern,1923.54,1924.49,1922.66,1923.67,-1
20230710 07:00:00 US/Eastern,1923.84,1924.75,1922.94,1923.99,-1
20230710 07:30:00 US/Eastern,1924.46,1925.88,1923.75,1924.58,-1
20230710 08:00:00 US/Eastern,1921.99,1925.09,1917.31,1922.12,-1
20230710 08:30:00 US/Eastern,1914.98,1918.73,1912.66,1915.11,-1
20230710 09:00:00 US/Eastern,1918.19,1922.23,1913.97,1918.31,-1
20230710 09:30:00 US/Eastern,1922.15,1924.74,1919.96,1922.29,-1
20230710 10:00:00 US/Eastern,1923.4,1925.0,1921.82,1923.54,-1
20230710 10:30:00 US/Eastern,1921.85,1923.92,1920.67,1921.99,-1
20230710 11:00:00 US/Eastern,1922.69,1923.94,1921.48,1922.84,-1
20230710 11:30:00 US/Eastern,1923.04,1924.12,1922.22,1923.17,-1
20230710 12:00:00 US/Eastern,1923.61,1924.58,1922.63,1923.77,-1
20230710 12:30:00 US/Eastern,1925.05,1926.0,1923.91,1925.17,-1
20230710 13:00:00 US/Eastern,1925.95,1926.94,1925.06,1926.09,-1
20230710 13:30:00 US/Eastern,1926.24,1926.98,1925.23,1926.39,-1
20230710 14:00:00 US/Eastern,1925.38,1926.17,1924.8,1925.54,-1
20230710 14:30:00 US/Eastern,1925.63,1926.17,1924.91,1925.79,-1
20230710 15:00:00 US/Eastern,1925.45,1926.57,1924.85,1925.62,-1
20230710 15:30:00 US/Eastern,1925.71,1926.5,1924.91,1925.95,-1
20230710 16:00:00 US/Eastern,1925.35,1926.13,1924.85,1925.56,-1
20230710 16:30:00 US/Eastern,1925.27,1926.5,1925.0,1925.51,-1
20230710 18:00:00 US/Eastern,1925.12,1926.2,1924.26,1925.4,-1
20230710 18:30:00 US/Eastern,1925.04,1925.64,1924.57,1925.2,-1
20230710 19:00:00 US/Eastern,1925.33,1925.76,1925.08,1925.49,-1
20230710 19:30:00 US/Eastern,1924.75,1925.58,1924.35,1924.9,-1
20230710 20:00:00 US/Eastern,1925.61,1927.24,1924.44,1925.75,-1
20230710 20:30:00 US/Eastern,1926.06,1927.29,1925.73,1926.21,-1
20230710 21:00:00 US/Eastern,1927.05,1927.8,1926.26,1927.21,-1
20230710 21:30:00 US/Eastern,1925.91,1928.0,1925.08,1926.09,-1
20230710 22:00:00 US/Eastern,1925.45,1926.16,1924.83,1925.63,-1
20230710 22:30:00 US/Eastern,1927.01,1927.98,1925.63,1927.18,-1
20230710 23:00:00 US/Eastern,1927.33,1929.15,1925.8,1927.53,-1
20230710 23:30:00 US/Eastern,1926.71,1927.4,1926.11,1926.9,-1
20230711 00:00:00 US/Eastern,1927.31,1928.6,1926.37,1927.48,-1
20230711 00:30:00 US/Eastern,1928.59,1929.5,1927.81,1928.8,-1
20230711 01:00:00 US/Eastern,1929.33,1930.24,1928.11,1929.49,-1
20230711 01:30:00 US/Eastern,1928.86,1929.86,1928.33,1929.0,-1
20230711 02:00:00 US/Eastern,1930.25,1931.76,1928.8,1930.41,-1
20230711 02:30:00 US/Eastern,1934.89,1938.5,1931.34,1935.02,-1
20230711 03:00:00 US/Eastern,1932.05,1936.48,1929.89,1932.19,-1
20230711 03:30:00 US/Eastern,1931.68,1933.46,1930.2,1931.83,-1
20230711 04:00:00 US/Eastern,1934.45,1936.87,1931.96,1934.59,-1
20230711 04:30:00 US/Eastern,1936.51,1937.52,1935.74,1936.63,-1
20230711 05:00:00 US/Eastern,1936.75,1937.44,1935.84,1936.89,-1
20230711 05:30:00 US/Eastern,1936.31,1938.41,1934.85,1936.45,-1
20230711 06:00:00 US/Eastern,1937.56,1938.42,1936.31,1937.75,-1
20230711 06:30:00 US/Eastern,1936.53,1938.27,1934.92,1936.72,-1
20230711 07:00:00 US/Eastern,1935.82,1937.18,1934.69,1935.95,-1
20230711 07:30:00 US/Eastern,1936.6,1937.67,1935.61,1936.73,-1
20230711 08:00:00 US/Eastern,1934.88,1936.63,1932.0,1935.01,-1
20230711 08:30:00 US/Eastern,1931.7,1934.17,1929.49,1931.83,-1
20230711 09:00:00 US/Eastern,1932.23,1933.49,1931.01,1932.37,-1
20230711 09:30:00 US/Eastern,1932.14,1934.14,1929.43,1932.28,-1
20230711 10:00:00 US/Eastern,1933.86,1935.51,1932.25,1934.02,-1
20230711 10:30:00 US/Eastern,1933.13,1935.26,1931.18,1933.26,-1
20230711 11:00:00 US/Eastern,1931.53,1932.65,1930.3,1931.67,-1
20230711 11:30:00 US/Eastern,1931.95,1933.24,1930.88,1932.08,-1
20230711 12:00:00 US/Eastern,1929.97,1931.66,1929.33,1930.09,-1
20230711 12:30:00 US/Eastern,1931.89,1932.89,1930.47,1932.03,-1
20230711 13:00:00 US/Eastern,1931.82,1932.75,1930.99,1931.98,-1
20230711 13:30:00 US/Eastern,1931.8,1932.55,1930.7,1931.96,-1
20230711 14:00:00 US/Eastern,1931.92,1932.62,1931.08,1932.12,-1
20230711 14:30:00 US/Eastern,1931.39,1932.33,1930.6,1931.54,-1
20230711 15:00:00 US/Eastern,1931.9,1932.37,1931.52,1932.05,-1
20230711 15:30:00 US/Eastern,1932.03,1932.65,1931.54,1932.18,-1
20230711 16:00:00 US/Eastern,1932.09,1932.67,1931.82,1932.27,-1
20230711 16:30:00 US/Eastern,1931.93,1932.63,1931.38,1932.18,-1
20230711 18:00:00 US/Eastern,1932.48,1933.69,1931.58,1932.72,-1
20230711 18:30:00 US/Eastern,1933.18,1933.89,1932.45,1933.32,-1
20230711 19:00:00 US/Eastern,1933.16,1933.62,1932.87,1933.31,-1
20230711 19:30:00 US/Eastern,1933.23,1933.75,1932.89,1933.43,-1
20230711 20:00:00 US/Eastern,1934.12,1934.99,1933.24,1934.31,-1
20230711 20:30:00 US/Eastern,1935.58,1936.35,1934.65,1935.72,-1
20230711 21:00:00 US/Eastern,1937.13,1938.42,1935.66,1937.25,-1
20230711 21:30:00 US/Eastern,1937.92,1939.28,1936.28,1938.09,-1
20230711 22:00:00 US/Eastern,1938.36,1940.79,1936.71,1938.5,-1
20230711 22:30:00 US/Eastern,1940.31,1941.09,1939.5,1940.46,-1
20230711 23:00:00 US/Eastern,1939.12,1940.34,1937.64,1939.27,-1
20230711 23:30:00 US/Eastern,1938.96,1939.99,1938.12,1939.1,-1
20230712 00:00:00 US/Eastern,1938.45,1939.23,1937.62,1938.59,-1
20230712 00:30:00 US/Eastern,1938.09,1939.23,1937.57,1938.21,-1
20230712 01:00:00 US/Eastern,1939.12,1940.36,1938.15,1939.26,-1
20230712 01:30:00 US/Eastern,1938.77,1939.69,1937.84,1938.9,-1
20230712 02:00:00 US/Eastern,1938.63,1940.34,1937.44,1938.76,-1
20230712 02:30:00 US/Eastern,1935.54,1937.82,1934.36,1935.69,-1
20230712 03:00:00 US/Eastern,1934.84,1935.76,1933.89,1934.96,-1
20230712 03:30:00 US/Eastern,1934.53,1936.21,1933.96,1934.65,-1
20230712 04:00:00 US/Eastern,1934.53,1935.54,1933.8,1934.69,-1
20230712 04:30:00 US/Eastern,1935.33,1936.65,1934.3,1935.46,-1
20230712 05:00:00 US/Eastern,1935.1,1936.48,1934.38,1935.27,-1
20230712 05:30:00 US/Eastern,1935.37,1935.91,1934.86,1935.48,-1
20230712 06:00:00 US/Eastern,1934.58,1935.58,1933.8,1934.72,-1
20230712 06:30:00 US/Eastern,1934.19,1934.82,1933.83,1934.3,-1
20230712 07:00:00 US/Eastern,1934.21,1935.22,1933.46,1934.34,-1
20230712 07:30:00 US/Eastern,1935.15,1936.61,1934.08,1935.28,-1
20230712 08:00:00 US/Eastern,1934.33,1935.93,1933.62,1934.49,-1
20230712 08:30:00 US/Eastern,1945.84,1950.2,1934.6,1946.0,-1
20230712 09:00:00 US/Eastern,1945.54,1951.75,1940.88,1945.68,-1
20230712 09:30:00 US/Eastern,1954.13,1957.45,1950.42,1954.25,-1
20230712 10:00:00 US/Eastern,1955.43,1957.47,1952.55,1955.55,-1
20230712 10:30:00 US/Eastern,1956.45,1957.98,1953.59,1956.6,-1
20230712 11:00:00 US/Eastern,1954.7,1958.41,1953.3,1954.81,-1
20230712 11:30:00 US/Eastern,1955.04,1956.23,1953.54,1955.17,-1
20230712 12:00:00 US/Eastern,1956.42,1958.58,1955.4,1956.55,-1
20230712 12:30:00 US/Eastern,1958.83,1959.54,1958.15,1958.95,-1
20230712 13:00:00 US/Eastern,1957.65,1959.78,1955.84,1957.8,-1
20230712 13:30:00 US/Eastern,1956.49,1957.65,1955.67,1956.63,-1
20230712 14:00:00 US/Eastern,1957.29,1957.9,1956.72,1957.43,-1
20230712 14:30:00 US/Eastern,1957.49,1957.95,1956.93,1957.63,-1
20230712 15:00:00 US/Eastern,1957.74,1958.55,1956.9,1957.9,-1
20230712 15:30:00 US/Eastern,1958.44,1958.95,1957.52,1958.56,-1
20230712 16:00:00 US/Eastern,1957.99,1958.86,1957.46,1958.15,-1
20230712 16:30:00 US/Eastern,1957.74,1958.39,1956.15,1957.94,-1
20230712 18:00:00 US/Eastern,1957.61,1959.1,1955.81,1957.91,-1
20230712 18:30:00 US/Eastern,1957.83,1958.5,1957.49,1958.08,-1
20230712 19:00:00 US/Eastern,1957.77,1958.13,1957.55,1957.9,-1
20230712 19:30:00 US/Eastern,1957.7,1958.08,1957.45,1957.82,-1
20230712 20:00:00 US/Eastern,1957.96,1959.08,1956.98,1958.11,-1
20230712 20:30:00 US/Eastern,1957.14,1957.95,1956.45,1957.28,-1
20230712 21:00:00 US/Eastern,1957.7,1959.24,1956.34,1957.85,-1
20230712 21:30:00 US/Eastern,1958.75,1960.0,1957.05,1958.89,-1
20230712 22:00:00 US/Eastern,1959.48,1960.37,1958.6,1959.62,-1
20230712 22:30:00 US/Eastern,1960.05,1961.91,1958.81,1960.19,-1
20230712 23:00:00 US/Eastern,1960.28,1961.24,1959.74,1960.42,-1
20230712 23:30:00 US/Eastern,1960.13,1960.92,1958.8,1960.26,-1
20230713 00:00:00 US/Eastern,1960.4,1960.89,1960.01,1960.57,-1
20230713 00:30:00 US/Eastern,1960.53,1962.43,1957.16,1960.71,-1
20230713 01:00:00 US/Eastern,1956.72,1957.7,1955.28,1956.87,-1
20230713 01:30:00 US/Eastern,1957.05,1958.5,1955.26,1957.2,-1
20230713 02:00:00 US/Eastern,1958.96,1962.5,1955.45,1959.11,-1
20230713 02:30:00 US/Eastern,1962.1,1963.08,1961.19,1962.24,-1
20230713 03:00:00 US/Eastern,1961.97,1963.46,1959.79,1962.1,-1
20230713 03:30:00 US/Eastern,1961.02,1962.02,1959.37,1961.15,-1
20230713 04:00:00 US/Eastern,1961.57,1962.88,1960.39,1961.68,-1
20230713 04:30:00 US/Eastern,1961.1,1961.98,1960.27,1961.22,-1
20230713 05:00:00 US/Eastern,1960.16,1961.13,1959.38,1960.27,-1
20230713 05:30:00 US/Eastern,1960.0,1960.44,1959.52,1960.13,-1
20230713 06:00:00 US/Eastern,1959.63,1960.44,1958.18,1959.75,-1
20230713 06:30:00 US/Eastern,1959.59,1960.73,1958.24,1959.75,-1
20230713 07:00:00 US/Eastern,1959.82,1960.86,1958.79,1959.95,-1
20230713 07:30:00 US/Eastern,1959.35,1960.39,1957.93,1959.48,-1
20230713 08:00:00 US/Eastern,1959.57,1962.36,1958.05,1959.72,-1
20230713 08:30:00 US/Eastern,1955.54,1964.0,1952.26,1955.71,-1
20230713 09:00:00 US/Eastern,1959.76,1961.55,1957.19,1959.9,-1
20230713 09:30:00 US/Eastern,1958.99,1960.56,1956.71,1959.12,-1
20230713 10:00:00 US/Eastern,1959.35,1961.67,1957.56,1959.48,-1
20230713 10:30:00 US/Eastern,1960.02,1961.96,1957.55,1960.15,-1
20230713 11:00:00 US/Eastern,1960.4,1961.68,1958.87,1960.55,-1
20230713 11:30:00 US/Eastern,1958.72,1961.35,1954.72,1958.85,-1
20230713 12:00:00 US/Eastern,1957.36,1959.52,1954.78,1957.49,-1
20230713 12:30:00 US/Eastern,1958.8,1959.88,1957.82,1958.92,-1
20230713 13:00:00 US/Eastern,1958.54,1959.94,1957.59,1958.67,-1
20230713 13:30:00 US/Eastern,1959.31,1960.52,1957.71,1959.43,-1
20230713 14:00:00 US/Eastern,1960.05,1960.97,1958.92,1960.19,-1
20230713 14:30:00 US/Eastern,1959.5,1960.26,1958.89,1959.61,-1
20230713 15:00:00 US/Eastern,1960.1,1960.69,1959.59,1960.25,-1
20230713 15:30:00 US/Eastern,1959.98,1960.51,1959.56,1960.15,-1
20230713 16:00:00 US/Eastern,1960.11,1960.8,1959.79,1960.32,-1
20230713 16:30:00 US/Eastern,1960.27,1960.6,1959.26,1960.49,-1
20230713 18:00:00 US/Eastern,1960.47,1961.75,1959.48,1960.82,-1
20230713 18:30:00 US/Eastern,1960.17,1960.62,1959.95,1960.4,-1
20230713 19:00:00 US/Eastern,1960.84,1962.04,1959.95,1961.02,-1
20230713 19:30:00 US/Eastern,1960.8,1961.84,1960.0,1960.96,-1
20230713 20:00:00 US/Eastern,1959.81,1960.8,1959.19,1959.96,-1
20230713 20:30:00 US/Eastern,1959.09,1959.98,1958.38,1959.24,-1
20230713 21:00:00 US/Eastern,1959.28,1960.97,1958.5,1959.43,-1
20230713 21:30:00 US/Eastern,1961.81,1963.42,1960.18,1961.96,-1
20230713 22:00:00 US/Eastern,1962.69,1963.86,1962.0,1962.83,-1
20230713 22:30:00 US/Eastern,1962.53,1963.46,1961.5,1962.71,-1
20230713 23:00:00 US/Eastern,1961.87,1962.9,1961.06,1962.0,-1
20230713 23:30:00 US/Eastern,1962.58,1963.24,1962.01,1962.72,-1
20230714 00:00:00 US/Eastern,1961.39,1962.73,1960.56,1961.56,-1
20230714 00:30:00 US/Eastern,1960.9,1961.49,1960.33,1961.05,-1
20230714 01:00:00 US/Eastern,1960.5,1961.49,1959.66,1960.67,-1
20230714 01:30:00 US/Eastern,1959.31,1961.3,1957.92,1959.44,-1
20230714 02:00:00 US/Eastern,1959.13,1960.48,1957.4,1959.28,-1
20230714 02:30:00 US/Eastern,1956.62,1957.91,1955.69,1956.76,-1
20230714 03:00:00 US/Eastern,1956.06,1957.07,1955.22,1956.23,-1
20230714 03:30:00 US/Eastern,1955.64,1957.51,1954.29,1955.77,-1
20230714 04:00:00 US/Eastern,1956.96,1958.36,1955.67,1957.08,-1
20230714 04:30:00 US/Eastern,1956.81,1957.86,1955.86,1956.92,-1
20230714 05:00:00 US/Eastern,1956.51,1957.48,1955.37,1956.62,-1
20230714 05:30:00 US/Eastern,1956.51,1957.41,1955.84,1956.62,-1
20230714 06:00:00 US/Eastern,1956.28,1957.22,1955.68,1956.41,-1
20230714 06:30:00 US/Eastern,1955.97,1956.77,1955.18,1956.15,-1
20230714 07:00:00 US/Eastern,1957.45,1959.75,1956.09,1957.54,-1
20230714 07:30:00 US/Eastern,1959.05,1960.16,1958.18,1959.18,-1
20230714 08:00:00 US/Eastern,1960.19,1962.88,1958.65,1960.35,-1
20230714 08:30:00 US/Eastern,1958.51,1962.88,1956.91,1958.63,-1
20230714 09:00:00 US/Eastern,1955.95,1957.7,1954.4,1956.06,-1
20230714 09:30:00 US/Eastern,1958.38,1961.14,1955.54,1958.52,-1
20230714 10:00:00 US/Eastern,1953.48,1960.38,1951.0,1953.62,-1
20230714 10:30:00 US/Eastern,1957.58,1960.8,1954.13,1957.7,-1
20230714 11:00:00 US/Eastern,1959.1,1962.12,1957.47,1959.24,-1
20230714 11:30:00 US/Eastern,1958.35,1959.49,1957.37,1958.48,-1
20230714 12:00:00 US/Eastern,1958.55,1959.57,1957.79,1958.69,-1
20230714 12:30:00 US/Eastern,1958.46,1959.36,1957.12,1958.6,-1
20230714 13:00:00 US/Eastern,1959.03,1960.22,1958.25,1959.21,-1
20230714 13:30:00 US/Eastern,1959.66,1960.55,1959.01,1959.81,-1
20230714 14:00:00 US/Eastern,1960.28,1961.17,1959.85,1960.39,-1
20230714 14:30:00 US/Eastern,1960.13,1961.19,1959.08,1960.28,-1
20230714 15:00:00 US/Eastern,1958.28,1959.36,1956.93,1958.42,-1
20230714 15:30:00 US/Eastern,1955.7,1957.43,1954.33,1955.84,-1
20230714 16:00:00 US/Eastern,1954.96,1955.67,1954.31,1955.14,-1
20230714 16:30:00 US/Eastern,1955.26,1956.4,1954.5,1955.52,-1
20230716 18:00:00 US/Eastern,1954.2,1957.03,1953.25,1954.62,-1
20230716 18:30:00 US/Eastern,1953.54,1954.53,1952.95,1953.73,-1
20230716 19:00:00 US/Eastern,1952.01,1953.27,1951.32,1952.18,-1
20230716 19:30:00 US/Eastern,1952.52,1953.62,1951.74,1952.67,-1
20230716 20:00:00 US/Eastern,1953.11,1953.91,1952.43,1953.25,-1
20230716 20:30:00 US/Eastern,1954.13,1954.92,1953.36,1954.29,-1
20230716 21:00:00 US/Eastern,1954.59,1956.0,1953.57,1954.75,-1
20230716 21:30:00 US/Eastern,1953.48,1955.36,1951.95,1953.66,-1
20230716 22:00:00 US/Eastern,1952.62,1953.48,1951.8,1952.76,-1
20230716 22:30:00 US/Eastern,1952.52,1953.96,1951.26,1952.67,-1
20230716 23:00:00 US/Eastern,1952.72,1953.89,1950.87,1952.85,-1
20230716 23:30:00 US/Eastern,1952.15,1952.55,1951.54,1952.29,-1
20230717 00:00:00 US/Eastern,1951.96,1952.55,1951.45,1952.11,-1
20230717 00:30:00 US/Eastern,1952.98,1953.88,1952.17,1953.13,-1
20230717 01:00:00 US/Eastern,1954.43,1955.77,1953.49,1954.58,-1
20230717 01:30:00 US/Eastern,1955.5,1956.93,1953.88,1955.65,-1
20230717 02:00:00 US/Eastern,1953.94,1955.15,1953.24,1954.09,-1
20230717 02:30:00 US/Eastern,1953.56,1955.21,1952.04,1953.71,-1
20230717 03:00:00 US/Eastern,1952.84,1955.27,1950.58,1952.98,-1
20230717 03:30:00 US/Eastern,1951.88,1953.12,1951.11,1951.99,-1
20230717 04:00:00 US/Eastern,1953.97,1957.06,1951.98,1954.09,-1
20230717 04:30:00 US/Eastern,1955.96,1957.5,1955.02,1956.04,-1
20230717 05:00:00 US/Eastern,1955.2,1956.38,1954.3,1955.34,-1
20230717 05:30:00 US/Eastern,1956.93,1959.4,1954.44,1957.07,-1
20230717 06:00:00 US/Eastern,1959.28,1959.9,1958.31,1959.4,-1
20230717 06:30:00 US/Eastern,1958.29,1959.79,1956.85,1958.44,-1
20230717 07:00:00 US/Eastern,1957.26,1958.18,1956.64,1957.38,-1
20230717 07:30:00 US/Eastern,1957.36,1958.02,1956.64,1957.5,-1
20230717 08:00:00 US/Eastern,1956.98,1959.6,1952.75,1957.15,-1
20230717 08:30:00 US/Eastern,1951.23,1956.08,1948.07,1951.35,-1
20230717 09:00:00 US/Eastern,1949.32,1951.73,1947.41,1949.45,-1
20230717 09:30:00 US/Eastern,1948.0,1950.78,1945.87,1948.13,-1
20230717 10:00:00 US/Eastern,1952.13,1953.86,1949.35,1952.26,-1
20230717 10:30:00 US/Eastern,1952.67,1954.36,1951.01,1952.83,-1
20230717 11:00:00 US/Eastern,1952.44,1954.56,1951.26,1952.59,-1
20230717 11:30:00 US/Eastern,1953.76,1955.26,1952.22,1953.91,-1
20230717 12:00:00 US/Eastern,1954.64,1955.48,1953.93,1954.77,-1
20230717 12:30:00 US/Eastern,1955.05,1955.73,1954.45,1955.16,-1
20230717 13:00:00 US/Eastern,1953.7,1955.21,1952.46,1953.85,-1
20230717 13:30:00 US/Eastern,1954.23,1955.35,1953.02,1954.38,-1
20230717 14:00:00 US/Eastern,1955.35,1956.05,1954.62,1955.53,-1
20230717 14:30:00 US/Eastern,1955.55,1956.05,1954.92,1955.69,-1
20230717 15:00:00 US/Eastern,1955.76,1956.54,1955.13,1955.89,-1
20230717 15:30:00 US/Eastern,1955.13,1955.79,1954.59,1955.27,-1
20230717 16:00:00 US/Eastern,1954.85,1955.66,1954.48,1954.99,-1
20230717 16:30:00 US/Eastern,1954.93,1957.0,1953.87,1955.11,-1
20230717 18:00:00 US/Eastern,1954.7,1955.9,1953.22,1954.99,-1
20230717 18:30:00 US/Eastern,1954.86,1955.33,1954.72,1955.11,-1
20230717 19:00:00 US/Eastern,1955.45,1955.84,1954.91,1955.62,-1
20230717 19:30:00 US/Eastern,1955.61,1956.55,1955.06,1955.76,-1
20230717 20:00:00 US/Eastern,1955.12,1955.88,1954.65,1955.26,-1
20230717 20:30:00 US/Eastern,1955.87,1956.97,1955.18,1956.06,-1
20230717 21:00:00 US/Eastern,1956.7,1959.18,1955.33,1956.86,-1
20230717 21:30:00 US/Eastern,1956.95,1959.6,1955.08,1957.09,-1
20230717 22:00:00 US/Eastern,1957.19,1958.72,1955.81,1957.36,-1
20230717 22:30:00 US/Eastern,1957.84,1959.16,1956.98,1957.99,-1
20230717 23:00:00 US/Eastern,1959.36,1960.53,1958.61,1959.49,-1
20230717 23:30:00 US/Eastern,1960.19,1960.8,1959.53,1960.31,-1
20230718 00:00:00 US/Eastern,1960.68,1961.12,1959.77,1960.83,-1
20230718 00:30:00 US/Eastern,1960.28,1961.23,1959.6,1960.41,-1
20230718 01:00:00 US/Eastern,1960.48,1961.49,1959.63,1960.62,-1
20230718 01:30:00 US/Eastern,1960.57,1961.8,1959.0,1960.69,-1
20230718 02:00:00 US/Eastern,1959.04,1960.28,1957.8,1959.16,-1
20230718 02:30:00 US/Eastern,1960.02,1962.08,1958.35,1960.16,-1
20230718 03:00:00 US/Eastern,1962.23,1963.62,1961.31,1962.37,-1
20230718 03:30:00 US/Eastern,1961.96,1964.27,1960.8,1962.08,-1
20230718 04:00:00 US/Eastern,1961.96,1963.11,1960.87,1962.08,-1
20230718 04:30:00 US/Eastern,1961.51,1962.34,1960.51,1961.6,-1
20230718 05:00:00 US/Eastern,1962.16,1962.79,1961.16,1962.29,-1
20230718 05:30:00 US/Eastern,1962.74,1963.49,1961.82,1962.88,-1
20230718 06:00:00 US/Eastern,1962.91,1963.67,1961.78,1963.03,-1
20230718 06:30:00 US/Eastern,1963.44,1964.53,1962.77,1963.58,-1
20230718 07:00:00 US/Eastern,1964.46,1972.35,1961.67,1964.59,-1
20230718 07:30:00 US/Eastern,1963.3,1965.98,1961.02,1963.41,-1
20230718 08:00:00 US/Eastern,1964.74,1967.65,1963.07,1964.88,-1
20230718 08:30:00 US/Eastern,1965.07,1971.34,1960.77,1965.26,-1
20230718 09:00:00 US/Eastern,1968.55,1972.22,1966.36,1968.71,-1
20230718 09:30:00 US/Eastern,1968.38,1971.63,1963.74,1968.53,-1
20230718 10:00:00 US/Eastern,1977.36,1982.37,1971.0,1977.5,-1
20230718 10:30:00 US/Eastern,1981.79,1983.84,1979.55,1981.95,-1
20230718 11:00:00 US/Eastern,1982.59,1984.5,1981.13,1982.73,-1
20230718 11:30:00 US/Eastern,1979.73,1983.21,1977.46,1979.86,-1
20230718 12:00:00 US/Eastern,1979.71,1981.56,1977.09,1979.84,-1
20230718 12:30:00 US/Eastern,1978.85,1981.52,1977.0,1978.98,-1
20230718 13:00:00 US/Eastern,1977.04,1978.08,1975.29,1977.19,-1
20230718 13:30:00 US/Eastern,1976.03,1976.93,1975.02,1976.17,-1
20230718 14:00:00 US/Eastern,1976.33,1977.7,1975.34,1976.51,-1
20230718 14:30:00 US/Eastern,1976.76,1977.71,1976.17,1976.94,-1
20230718 15:00:00 US/Eastern,1977.1,1978.31,1976.26,1977.25,-1
20230718 15:30:00 US/Eastern,1977.4,1978.0,1976.95,1977.55,-1
20230718 16:00:00 US/Eastern,1977.95,1978.82,1977.27,1978.07,-1
20230718 16:30:00 US/Eastern,1978.5,1979.69,1978.06,1978.69,-1
20230718 18:00:00 US/Eastern,1978.79,1980.56,1977.15,1979.1,-1
20230718 18:30:00 US/Eastern,1978.74,1979.39,1978.5,1978.94,-1
20230718 19:00:00 US/Eastern,1978.47,1979.34,1977.73,1978.61,-1
20230718 19:30:00 US/Eastern,1977.48,1978.2,1976.81,1977.65,-1
20230718 20:00:00 US/Eastern,1977.26,1978.03,1976.58,1977.45,-1
20230718 20:30:00 US/Eastern,1978.01,1978.62,1977.5,1978.15,-1
20230718 21:00:00 US/Eastern,1977.6,1978.68,1976.38,1977.79,-1
20230718 21:30:00 US/Eastern,1977.22,1978.4,1976.34,1977.39,-1
20230718 22:00:00 US/Eastern,1975.58,1976.84,1974.45,1975.75,-1
20230718 22:30:00 US/Eastern,1975.63,1977.43,1974.5,1975.8,-1
